
 Sensibility Analysis parameter: Particle Collision - First method - Maximun number of iterations

 Problem: FT20

 Method : Single Similar Particle Collision

 with the following fixed parameters:

	 Population size: 12
   57	      1178
   58	      1178
   59	      1175
   60	      1175
   61	      1175
   62	      1175
   63	      1175
   64	      1175
   65	      1175
   66	      1175
   67	      1175
   68	      1175
   69	      1175
   70	      1175
   71	      1175
   72	      1175
   73	      1175
   74	      1175
   75	      1175
   76	      1175
   77	      1175
   78	      1175
   79	      1175
   80	      1175
   81	      1175
   82	      1175
   83	      1175
   84	      1175
   85	      1175
   86	      1175
   87	      1175
   88	      1175
   89	      1175
   90	      1175
   91	      1175
   92	      1175
   93	      1175
   94	      1175
   95	      1175
   96	      1175
   97	      1175
   98	      1175
   99	      1175
  100	      1175

 Final results:



 Solution:    3

 Convergence Analysis:

    0	      2221
    1	      1180
    2	      1180
    3	      1180
    4	      1180
    5	      1180
    6	      1180
    7	      1180
    8	      1180
    9	      1180
   10	      1180
   11	      1180
   12	      1180
   13	      1180
   14	      1180
   15	      1180
   16	      1180
   17	      1180
   18	      1180
   19	      1180
   20	      1178
   21	      1178
   22	      1178
   23	      1178
   24	      1178
   25	      1178
   26	      1178
   27	      1178
   28	      1178
   29	      1178
   30	      1178
   31	      1178
   32	      1178
   33	      1178
   34	      1178
   35	      1178
   36	      1178
   37	      1178
   38	      1178
   39	      1178
   40	      1178
   41	      1178
   42	      1178
   43	      1178
   44	      1178
   45	      1178
   46	      1178
   47	      1178
   48	      1178
   49	      1178
   50	      1178
   51	      1178
   52	      1178
   53	      1178
   54	      1178
   55	      1178
   56	      1178
   57	      1178
   58	      1178
   59	      1178
   60	      1177
   61	      1177
   62	      1177
   63	      1177
   64	      1177
   65	      1177
   66	      1177
   67	      1177
   68	      1177
   69	      1177
   70	      1177
   71	      1177
   72	      1177
   73	      1177
   74	      1177
   75	      1177
   76	      1177
   77	      1177
   78	      1177
   79	      1177
   80	      1177
   81	      1177
   82	      1177
   83	      1177
   84	      1177
   85	      1177
   86	      1177
   87	      1177
   88	      1177
   89	      1177
   90	      1177
   91	      1176
   92	      1173
   93	      1173
   94	      1173
   95	      1173
   96	      1173
   97	      1173
   98	      1173
   99	      1173
  100	      1173

 Final results:



 Solution:    4

 Convergence Analysis:

    0	      2192
    1	      1189
    2	      1189
    3	      1178
    4	      1178
    5	      1178
    6	      1178
    7	      1178
    8	      1178
    9	      1178
   10	      1178
   11	      1178
   12	      1178
   13	      1178
   14	      1178
   15	      1178
   16	      1178
   17	      1178
   18	      1178
   19	      1178
   20	      1178
   21	      1178
   22	      1178
   23	      1178
   24	      1178
   25	      1178
   26	      1178
   27	      1178
   28	      1178
   29	      1178
   30	      1178
   31	      1178
   32	      1178
   33	      1178
   34	      1178
   35	      1178
   36	      1178
   37	      1178
   38	      1178
   39	      1178
   40	      1178
   41	      1178
   42	      1178
   43	      1178
   44	      1178
   45	      1178
   46	      1178
   47	      1178
   48	      1178
   49	      1178
   50	      1178
   51	      1178
   52	      1178
   53	      1178
   54	      1178
   55	      1178
   56	      1178
   57	      1178
   58	      1178
   59	      1178
   60	      1178
   61	      1178
   62	      1178
   63	      1178
   64	      1178
   65	      1178
   66	      1178
   67	      1178
   68	      1178
   69	      1178
   70	      1178
   71	      1178
   72	      1178
   73	      1178
   74	      1178
   75	      1178
   76	      1178
   77	      1178
   78	      1178
   79	      1178
   80	      1178
   81	      1178
   82	      1178
   83	      1178
   84	      1178
   85	      1178
   86	      1178
   87	      1178
   88	      1178
   89	      1178
   90	      1178
   91	      1178
   92	      1178
   93	      1178
   94	      1178
   95	      1178
   96	      1178
   97	      1178
   98	      1178
   99	      1178
  100	      1178

 Final results:



 Solution:    5

 Convergence Analysis:

    0	      2000
    1	      1196
    2	      1176
    3	      1176
    4	      1176
    5	      1176
    6	      1176
    7	      1176
    8	      1176
    9	      1176
   10	      1176
   11	      1176
   12	      1176
   13	      1176
   14	      1176
   15	      1176
   16	      1176
   17	      1176
   18	      1176
   19	      1176
   20	      1176
   21	      1176
   22	      1176
   23	      1176
   24	      1176
   25	      1176
   26	      1176
   27	      1176
   28	      1176
   29	      1176
   30	      1176
   31	      1176
   32	      1176
   33	      1176
   34	      1176
   35	      1176
   36	      1176
   37	      1176
   38	      1176
   39	      1176
   40	      1176
   41	      1176
   42	      1176
   43	      1176
   44	      1176
   45	      1176
   46	      1176
   47	      1176
   48	      1176
   49	      1176
   50	      1176
   51	      1176
   52	      1176
   53	      1176
   54	      1176
   55	      1176
   56	      1176
   57	      1176
   58	      1176
   59	      1176
   60	      1176
   61	      1176
   62	      1176
   63	      1176
   64	      1176
   65	      1176
   66	      1176
   67	      1176
   68	      1176
   69	      1176
   70	      1176
   71	      1172
   72	      1172
   73	      1168
   74	      1168
   75	      1168
   76	      1168
   77	      1168
   78	      1168
   79	      1168
   80	      1168
   81	      1168
   82	      1168
   83	      1168
   84	      1168
   85	      1168
   86	      1168
   87	      1168
   88	      1168
   89	      1168
   90	      1168
   91	      1168
   92	      1168
   93	      1168
   94	      1168
   95	      1168
   96	      1168
   97	      1168
   98	      1168
   99	      1168
  100	      1168

 Final results:



 Solution:    6

 Convergence Analysis:

    0	      2040
    1	      1168
    2	      1168
    3	      1168
    4	      1168
    5	      1168
    6	      1168
    7	      1168
    8	      1168
    9	      1168
   10	      1168
   11	      1168
   12	      1168
   13	      1168
   14	      1168
   15	      1168
   16	      1168
   17	      1168
   18	      1168
   19	      1168
   20	      1168
   21	      1168
   22	      1168
   23	      1168
   24	      1168
   25	      1168
   26	      1168
   27	      1168
   28	      1168
   29	      1168
   30	      1168
   31	      1168
   32	      1168
   33	      1168
   34	      1168
   35	      1168
   36	      1168
   37	      1168
   38	      1168
   39	      1168
   40	      1168
   41	      1168
   42	      1168
   43	      1168
   44	      1168
   45	      1168
   46	      1168
   47	      1168
   48	      1168
   49	      1168
   50	      1168
   51	      1168
   52	      1168
   53	      1168
   54	      1168
   55	      1168
   56	      1168
   57	      1168
   58	      1168
   59	      1168
   60	      1168
   61	      1168
   62	      1168
   63	      1168
   64	      1168
   65	      1168
   66	      1168
   67	      1168
   68	      1168
   69	      1168
   70	      1168
   71	      1168
   72	      1168
   73	      1168
   74	      1168
   75	      1168
   76	      1168
   77	      1168
   78	      1168
   79	      1168
   80	      1168
   81	      1168
   82	      1168
   83	      1168
   84	      1168
   85	      1168
   86	      1168
   87	      1168
   88	      1168
   89	      1168
   90	      1168
   91	      1168
   92	      1168
   93	      1168
   94	      1168
   95	      1168
   96	      1168
   97	      1168
   98	      1168
   99	      1168
  100	      1168

 Final results:



 Solution:    7

 Convergence Analysis:

    0	      2335
    1	      1165

 Final results:



 Solution:    8

 Convergence Analysis:

    0	      2034
    1	      1165

 Final results:



 Solution:    9

 Convergence Analysis:

    0	      2105
    1	      1165

 Final results:



 Solution:   10

 Convergence Analysis:

    0	      2235
    1	      1188
    2	      1182
    3	      1182
    4	      1182
    5	      1182
    6	      1182
    7	      1182
    8	      1182
    9	      1182
   10	      1182
   11	      1182
   12	      1182
   13	      1182
   14	      1180
   15	      1180
   16	      1180
   17	      1180
   18	      1180
   19	      1180
   20	      1180
   21	      1180
   22	      1178
   23	      1178
   24	      1178
   25	      1178
   26	      1178
   27	      1178
   28	      1178
   29	      1178
   30	      1178
   31	      1178
   32	      1178
   33	      1178
   34	      1178
   35	      1178
   36	      1178
   37	      1178
   38	      1178
   39	      1178
   40	      1178
   41	      1178
   42	      1178
   43	      1178
   44	      1178
   45	      1178
   46	      1178
   47	      1178
   48	      1178
   49	      1178
   50	      1178
   51	      1178
   52	      1178
   53	      1178
   54	      1178
   55	      1178
   56	      1178
   57	      1178
   58	      1178
   59	      1178
   60	      1178
   61	      1178
   62	      1178
   63	      1178
   64	      1178
   65	      1178
   66	      1178
   67	      1178
   68	      1178
   69	      1178
   70	      1178
   71	      1178
   72	      1178
   73	      1178
   74	      1178
   75	      1178
   76	      1178
   77	      1178
   78	      1178
   79	      1178
   80	      1178
   81	      1178
   82	      1178
   83	      1178
   84	      1178
   85	      1178
   86	      1178
   87	      1178
   88	      1178
   89	      1178
   90	      1178
   91	      1178
   92	      1178
   93	      1178
   94	      1178
   95	      1178
   96	      1178
   97	      1178
   98	      1178
   99	      1175
  100	      1175

 Final results:



 Solution:   11

 Convergence Analysis:

    0	      2055
    1	      1175
    2	      1175
    3	      1175
    4	      1175
    5	      1175
    6	      1175
    7	      1175
    8	      1175
    9	      1175
   10	      1175
   11	      1175
   12	      1175
   13	      1175
   14	      1175
   15	      1175
   16	      1175
   17	      1175
   18	      1175
   19	      1175
   20	      1175
   21	      1175
   22	      1175
   23	      1175
   24	      1175
   25	      1175
   26	      1175
   27	      1175
   28	      1175
   29	      1175
   30	      1175
   31	      1175
   32	      1175
   33	      1175
   34	      1175
   35	      1175
   36	      1175
   37	      1175
   38	      1175
   39	      1175
   40	      1175
   41	      1175
   42	      1175
   43	      1175
   44	      1175
   45	      1175
   46	      1175
   47	      1175
   48	      1175
   49	      1175
   50	      1175
   51	      1175
   52	      1175
   53	      1175
   54	      1175
   55	      1175
   56	      1175
   57	      1175
   58	      1175
   59	      1175
   60	      1175
   61	      1175
   62	      1175
   63	      1175
   64	      1175
   65	      1175
   66	      1175
   67	      1175
   68	      1175
   69	      1175
   70	      1175
   71	      1175
   72	      1175
   73	      1175
   74	      1175
   75	      1175
   76	      1175
   77	      1175
   78	      1175
   79	      1175
   80	      1175
   81	      1175
   82	      1175
   83	      1175
   84	      1175
   85	      1175
   86	      1175
   87	      1175
   88	      1175
   89	      1175
   90	      1175
   91	      1175
   92	      1175
   93	      1175
   94	      1175
   95	      1175
   96	      1175
   97	      1175
   98	      1175
   99	      1175
  100	      1175

 Final results:



 Solution:   12

 Convergence Analysis:

    0	      2142
    1	      1176
    2	      1175
    3	      1175
    4	      1175
    5	      1175
    6	      1175
    7	      1175
    8	      1175
    9	      1175
   10	      1175
   11	      1175
   12	      1175
   13	      1175
   14	      1175
   15	      1175
   16	      1175
   17	      1175
   18	      1175
   19	      1175
   20	      1175
   21	      1175
   22	      1175
   23	      1175
   24	      1175
   25	      1175
   26	      1175
   27	      1175
   28	      1175
   29	      1175
   30	      1175
   31	      1175
   32	      1175
   33	      1175
   34	      1175
   35	      1175
   36	      1175
   37	      1175
   38	      1175
   39	      1175
   40	      1175
   41	      1175
   42	      1175
   43	      1175
   44	      1175
   45	      1175
   46	      1175
   47	      1175
   48	      1175
   49	      1175
   50	      1175
   51	      1175
   52	      1175
   53	      1175
   54	      1175
   55	      1175
   56	      1175
   57	      1175
   58	      1175
   59	      1175
   60	      1175
   61	      1175
   62	      1175
   63	      1175
   64	      1175
   65	      1175
   66	      1175
   67	      1175
   68	      1175
   69	      1175
   70	      1175
   71	      1175
   72	      1175
   73	      1175
   74	      1175
   75	      1175
   76	      1175
   77	      1175
   78	      1175
   79	      1175
   80	      1175
   81	      1175
   82	      1175
   83	      1175
   84	      1175
   85	      1175
   86	      1175
   87	      1175
   88	      1175
   89	      1175
   90	      1175
   91	      1175
   92	      1175
   93	      1175
   94	      1175
   95	      1175
   96	      1175
   97	      1175
   98	      1175
   99	      1175
  100	      1175

 Final results:


        100       1165         1702844        426


 Solution:    1

 Convergence Analysis:

    0	      2176
    1	      1240
    2	      1226
    3	      1195
    4	      1193
    5	      1193
    6	      1191
    7	      1180
    8	      1180
    9	      1180
   10	      1180
   11	      1180
   12	      1180
   13	      1180
   14	      1180
   15	      1180
   16	      1180
   17	      1180
   18	      1180
   19	      1180
   20	      1180
   21	      1180
   22	      1180
   23	      1180
   24	      1180
   25	      1180
   26	      1180
   27	      1180
   28	      1180
   29	      1180
   30	      1180
   31	      1180
   32	      1180
   33	      1180
   34	      1180
   35	      1180
   36	      1180
   37	      1180
   38	      1180
   39	      1180
   40	      1180
   41	      1180
   42	      1180
   43	      1180
   44	      1180
   45	      1180
   46	      1180
   47	      1180
   48	      1180
   49	      1180
   50	      1180
   51	      1180
   52	      1180
   53	      1180
   54	      1180
   55	      1180
   56	      1180
   57	      1180
   58	      1180
   59	      1180
   60	      1180
   61	      1180
   62	      1180
   63	      1180
   64	      1178
   65	      1178
   66	      1178
   67	      1178
   68	      1178
   69	      1169
   70	      1168
   71	      1168
   72	      1168
   73	      1168
   74	      1168
   75	      1168
   76	      1168
   77	      1168
   78	      1168
   79	      1168
   80	      1168
   81	      1168
   82	      1168
   83	      1168
   84	      1168
   85	      1168
   86	      1168
   87	      1168
   88	      1168
   89	      1168
   90	      1168
   91	      1168
   92	      1168
   93	      1168
   94	      1168
   95	      1168
   96	      1168
   97	      1168
   98	      1168
   99	      1168
  100	      1168

 Final results:



 Solution:    2

 Convergence Analysis:

    0	      2086
    1	      1183
    2	      1173
    3	      1167
    4	      1167
    5	      1165

 Final results:



 Solution:    3

 Convergence Analysis:

    0	      2221
    1	      1165

 Final results:



 Solution:    4

 Convergence Analysis:

    0	      2192
    1	      1204
    2	      1204
    3	      1204
    4	      1204
    5	      1204
    6	      1198
    7	      1198
    8	      1198
    9	      1198
   10	      1198
   11	      1191
   12	      1191
   13	      1191
   14	      1191
   15	      1191
   16	      1191
   17	      1191
   18	      1191
   19	      1191
   20	      1191
   21	      1191
   22	      1191
   23	      1191
   24	      1191
   25	      1191
   26	      1191
   27	      1185
   28	      1185
   29	      1185
   30	      1185
   31	      1185
   32	      1185
   33	      1185
   34	      1185
   35	      1185
   36	      1185
   37	      1185
   38	      1185
   39	      1185
   40	      1185
   41	      1185
   42	      1185
   43	      1185
   44	      1185
   45	      1185
   46	      1185
   47	      1185
   48	      1185
   49	      1185
   50	      1185
   51	      1185
   52	      1185
   53	      1185
   54	      1185
   55	      1185
   56	      1185
   57	      1185
   58	      1185
   59	      1185
   60	      1185
   61	      1185
   62	      1185
   63	      1185
   64	      1185
   65	      1185
   66	      1185
   67	      1185
   68	      1185
   69	      1185
   70	      1185
   71	      1185
   72	      1179
   73	      1165

 Final results:



 Solution:    5

 Convergence Analysis:

    0	      2000
    1	      1213
    2	      1213
    3	      1213
    4	      1213
    5	      1201
    6	      1182
    7	      1182
    8	      1182
    9	      1182
   10	      1182
   11	      1182
   12	      1182
   13	      1182
   14	      1182
   15	      1182
   16	      1182
   17	      1182
   18	      1182
   19	      1182
   20	      1182
   21	      1182
   22	      1182
   23	      1182
   24	      1182
   25	      1182
   26	      1182
   27	      1182
   28	      1182
   29	      1182
   30	      1182
   31	      1182
   32	      1182
   33	      1182
   34	      1182
   35	      1182
   36	      1182
   37	      1182
   38	      1182
   39	      1182
   40	      1182
   41	      1182
   42	      1182
   43	      1182
   44	      1182
   45	      1182
   46	      1175
   47	      1175
   48	      1175
   49	      1175
   50	      1175
   51	      1175
   52	      1175
   53	      1175
   54	      1175
   55	      1175
   56	      1175
   57	      1175
   58	      1175
   59	      1175
   60	      1175
   61	      1175
   62	      1175
   63	      1175
   64	      1175
   65	      1175
   66	      1175
   67	      1175
   68	      1175
   69	      1175
   70	      1175
   71	      1175
   72	      1175
   73	      1175
   74	      1175
   75	      1175
   76	      1175
   77	      1175
   78	      1175
   79	      1175
   80	      1175
   81	      1175
   82	      1175
   83	      1175
   84	      1175
   85	      1175
   86	      1175
   87	      1175
   88	      1175
   89	      1175
   90	      1175
   91	      1175
   92	      1175
   93	      1175
   94	      1175
   95	      1175
   96	      1175
   97	      1175
   98	      1175
   99	      1175
  100	      1175

 Final results:



 Solution:    6

 Convergence Analysis:

    0	      2040
    1	      1175
    2	      1175
    3	      1175
    4	      1175
    5	      1175
    6	      1175
    7	      1175
    8	      1175
    9	      1175
   10	      1175
   11	      1175
   12	      1175
   13	      1175
   14	      1175
   15	      1175
   16	      1175
   17	      1175
   18	      1175
   19	      1175
   20	      1175
   21	      1175
   22	      1175
   23	      1175
   24	      1175
   25	      1175
   26	      1175
   27	      1175
   28	      1175
   29	      1175
   30	      1175
   31	      1175
   32	      1175
   33	      1175
   34	      1175
   35	      1175
   36	      1175
   37	      1175
   38	      1175
   39	      1175
   40	      1175
   41	      1175
   42	      1175
   43	      1175
   44	      1175
   45	      1175
   46	      1175
   47	      1175
   48	      1175
   49	      1175
   50	      1175
   51	      1175
   52	      1175
   53	      1175
   54	      1175
   55	      1175
   56	      1175
   57	      1175
   58	      1175
   59	      1175
   60	      1175
   61	      1175
   62	      1175
   63	      1175
   64	      1175
   65	      1175
   66	      1174
   67	      1174
   68	      1174
   69	      1174
   70	      1174
   71	      1174
   72	      1174
   73	      1174
   74	      1174
   75	      1174
   76	      1174
   77	      1174
   78	      1174
   79	      1174
   80	      1174
   81	      1174
   82	      1174
   83	      1174
   84	      1174
   85	      1174
   86	      1174
   87	      1174
   88	      1174
   89	      1174
   90	      1174
   91	      1174
   92	      1174
   93	      1174
   94	      1174
   95	      1174
   96	      1174
   97	      1174
   98	      1174
   99	      1174
  100	      1174

 Final results:



 Solution:    7

 Convergence Analysis:

    0	      2335
    1	      1174
    2	      1166
    3	      1166
    4	      1165

 Final results:



 Solution:    8

 Convergence Analysis:

    0	      2034
    1	      1172
    2	      1165

 Final results:



 Solution:    9

 Convergence Analysis:

    0	      2105
    1	      1175
    2	      1175
    3	      1175
    4	      1175
    5	      1175
    6	      1175
    7	      1175
    8	      1175
    9	      1175
   10	      1175
   11	      1175
   12	      1175
   13	      1175
   14	      1175
   15	      1175
   16	      1175
   17	      1175
   18	      1175
   19	      1175
   20	      1175
   21	      1175
   22	      1175
   23	      1175
   24	      1175
   25	      1175
   26	      1175
   27	      1175
   28	      1175
   29	      1175
   30	      1175
   31	      1175
   32	      1175
   33	      1175
   34	      1175
   35	      1175
   36	      1175
   37	      1175
   38	      1175
   39	      1175
   40	      1175
   41	      1175
   42	      1175
   43	      1175
   44	      1175
   45	      1175
   46	      1175
   47	      1175
   48	      1175
   49	      1175
   50	      1175
   51	      1175
   52	      1175
   53	      1175
   54	      1175
   55	      1175
   56	      1175
   57	      1175
   58	      1175
   59	      1175
   60	      1175
   61	      1175
   62	      1175
   63	      1175
   64	      1175
   65	      1175
   66	      1175
   67	      1175
   68	      1175
   69	      1175
   70	      1175
   71	      1175
   72	      1175
   73	      1175
   74	      1175
   75	      1175
   76	      1175
   77	      1175
   78	      1175
   79	      1175
   80	      1175
   81	      1175
   82	      1175
   83	      1175
   84	      1175
   85	      1175
   86	      1175
   87	      1175
   88	      1175
   89	      1175
   90	      1175
   91	      1175
   92	      1175
   93	      1175
   94	      1175
   95	      1175
   96	      1175
   97	      1175
   98	      1175
   99	      1175
  100	      1175

 Final results:



 Solution:   10

 Convergence Analysis:

    0	      2235
    1	      1173
    2	      1173
    3	      1173
    4	      1173
    5	      1173
    6	      1173
    7	      1173
    8	      1173
    9	      1173
   10	      1173
   11	      1173
   12	      1173
   13	      1173
   14	      1173
   15	      1173
   16	      1173
   17	      1173
   18	      1173
   19	      1173
   20	      1173
   21	      1173
   22	      1173
   23	      1173
   24	      1173
   25	      1173
   26	      1173
   27	      1173
   28	      1173
   29	      1173
   30	      1173
   31	      1173
   32	      1173
   33	      1173
   34	      1173
   35	      1173
   36	      1173
   37	      1173
   38	      1165

 Final results:



 Solution:   11

 Convergence Analysis:

    0	      2055
    1	      1170
    2	      1170
    3	      1170
    4	      1170
    5	      1170
    6	      1170
    7	      1170
    8	      1170
    9	      1170
   10	      1170
   11	      1170
   12	      1170
   13	      1170
   14	      1170
   15	      1170
   16	      1170
   17	      1170
   18	      1170
   19	      1170
   20	      1170
   21	      1170
   22	      1170
   23	      1170
   24	      1170
   25	      1170
   26	      1170
   27	      1170
   28	      1170
   29	      1170
   30	      1170
   31	      1170
   32	      1170
   33	      1170
   34	      1170
   35	      1170
   36	      1170
   37	      1170
   38	      1170
   39	      1170
   40	      1170
   41	      1170
   42	      1170
   43	      1170
   44	      1170
   45	      1170
   46	      1170
   47	      1170
   48	      1170
   49	      1170
   50	      1170
   51	      1170
   52	      1170
   53	      1170
   54	      1170
   55	      1165

 Final results:



 Solution:   12

 Convergence Analysis:

    0	      2142
    1	      1173
    2	      1165

 Final results:


        100       1165         1028276        258


 Solution:    1

 Convergence Analysis:

    0	      2176
    1	      1185
    2	      1185
    3	      1185
    4	      1185
    5	      1185
    6	      1185
    7	      1185
    8	      1185
    9	      1185
   10	      1185
   11	      1185
   12	      1185
   13	      1185
   14	      1185
   15	      1185
   16	      1185
   17	      1185
   18	      1185
   19	      1178
   20	      1178
   21	      1178
   22	      1178
   23	      1178
   24	      1178
   25	      1178
   26	      1178
   27	      1178
   28	      1178
   29	      1178
   30	      1178
   31	      1178
   32	      1178
   33	      1178
   34	      1178
   35	      1178
   36	      1178
   37	      1178
   38	      1178
   39	      1178
   40	      1178
   41	      1178
   42	      1178
   43	      1178
   44	      1178
   45	      1178
   46	      1178
   47	      1178
   48	      1178
   49	      1178
   50	      1178
   51	      1178
   52	      1178
   53	      1178
   54	      1178
   55	      1178
   56	      1178
   57	      1178
   58	      1178
   59	      1178
   60	      1173
   61	      1173
   62	      1173
   63	      1173
   64	      1173
   65	      1173
   66	      1173
   67	      1173
   68	      1173
   69	      1173
   70	      1173
   71	      1173
   72	      1173
   73	      1173
   74	      1173
   75	      1173
   76	      1173
   77	      1173
   78	      1173
   79	      1173
   80	      1173
   81	      1173
   82	      1173
   83	      1173
   84	      1173
   85	      1173
   86	      1173
   87	      1173
   88	      1173
   89	      1173
   90	      1173
   91	      1173
   92	      1173
   93	      1173
   94	      1173
   95	      1173
   96	      1173
   97	      1173
   98	      1173
   99	      1173
  100	      1173

 Final results:



 Solution:    2

 Convergence Analysis:

    0	      2086
    1	      1174
    2	      1174
    3	      1174
    4	      1174
    5	      1174
    6	      1174
    7	      1174
    8	      1174
    9	      1174
   10	      1174
   11	      1174
   12	      1174
   13	      1174
   14	      1174
   15	      1174
   16	      1174
   17	      1174
   18	      1174
   19	      1174
   20	      1174
   21	      1174
   22	      1174
   23	      1174
   24	      1174
   25	      1174
   26	      1174
   27	      1174
   28	      1174
   29	      1174
   30	      1174
   31	      1174
   32	      1174
   33	      1174
   34	      1174
   35	      1174
   36	      1174
   37	      1174
   38	      1174
   39	      1174
   40	      1174
   41	      1174
   42	      1174
   43	      1174
   44	      1174
   45	      1174
   46	      1174
   47	      1174
   48	      1174
   49	      1174
   50	      1174
   51	      1174
   52	      1174
   53	      1174
   54	      1174
   55	      1174
   56	      1174
   57	      1174
   58	      1174
   59	      1174
   60	      1174
   61	      1174
   62	      1174
   63	      1174
   64	      1174
   65	      1174
   66	      1174
   67	      1174
   68	      1174
   69	      1174
   70	      1174
   71	      1174
   72	      1174
   73	      1174
   74	      1174
   75	      1174
   76	      1174
   77	      1174
   78	      1174
   79	      1174
   80	      1174
   81	      1174
   82	      1174
   83	      1174
   84	      1174
   85	      1174
   86	      1174
   87	      1174
   88	      1174
   89	      1174
   90	      1174
   91	      1174
   92	      1174
   93	      1174
   94	      1174
   95	      1174
   96	      1174
   97	      1174
   98	      1174
   99	      1174
  100	      1174

 Final results:



 Solution:    3

 Convergence Analysis:

    0	      2221
    1	      1178
    2	      1178
    3	      1178
    4	      1178
    5	      1178
    6	      1178
    7	      1178
    8	      1178
    9	      1178
   10	      1178
   11	      1178
   12	      1178
   13	      1178
   14	      1178
   15	      1178
   16	      1178
   17	      1178
   18	      1178
   19	      1178
   20	      1178
   21	      1178
   22	      1178
   23	      1178
   24	      1178
   25	      1178
   26	      1178
   27	      1178
   28	      1178
   29	      1178
   30	      1178
   31	      1178
   32	      1178
   33	      1178
   34	      1178
   35	      1178
   36	      1178
   37	      1178
   38	      1178
   39	      1178
   40	      1178
   41	      1178
   42	      1178
   43	      1178
   44	      1178
   45	      1178
   46	      1178
   47	      1178
   48	      1178
   49	      1178
   50	      1178
   51	      1178
   52	      1178
   53	      1178
   54	      1178
   55	      1178
   56	      1178
   57	      1178
   58	      1178
   59	      1178
   60	      1178
   61	      1177
   62	      1177
   63	      1177
   64	      1177
   65	      1177
   66	      1177
   67	      1177
   68	      1177
   69	      1177
   70	      1177
   71	      1177
   72	      1177
   73	      1177
   74	      1177
   75	      1177
   76	      1177
   77	      1177
   78	      1177
   79	      1177
   80	      1177
   81	      1177
   82	      1177
   83	      1177
   84	      1177
   85	      1177
   86	      1177
   87	      1177
   88	      1177
   89	      1177
   90	      1177
   91	      1177
   92	      1177
   93	      1177
   94	      1177
   95	      1177
   96	      1177
   97	      1177
   98	      1177
   99	      1177
  100	      1177

 Final results:



 Solution:    4

 Convergence Analysis:

    0	      2192
    1	      1170
    2	      1170
    3	      1170
    4	      1170
    5	      1170
    6	      1170
    7	      1170
    8	      1170
    9	      1170
   10	      1170
   11	      1170
   12	      1170
   13	      1170
   14	      1170
   15	      1170
   16	      1170
   17	      1170
   18	      1170
   19	      1170
   20	      1170
   21	      1170
   22	      1170
   23	      1170
   24	      1170
   25	      1170
   26	      1170
   27	      1170
   28	      1170
   29	      1170
   30	      1170
   31	      1170
   32	      1170
   33	      1170
   34	      1170
   35	      1170
   36	      1170
   37	      1170
   38	      1170
   39	      1170
   40	      1170
   41	      1170
   42	      1170
   43	      1170
   44	      1170
   45	      1170
   46	      1170
   47	      1170
   48	      1170
   49	      1170
   50	      1170
   51	      1170
   52	      1170
   53	      1170
   54	      1170
   55	      1170
   56	      1170
   57	      1170
   58	      1170
   59	      1170
   60	      1170
   61	      1170
   62	      1170
   63	      1170
   64	      1170
   65	      1170
   66	      1170
   67	      1170
   68	      1170
   69	      1170
   70	      1170
   71	      1170
   72	      1170
   73	      1170
   74	      1170
   75	      1170
   76	      1170
   77	      1170
   78	      1170
   79	      1170
   80	      1170
   81	      1170
   82	      1170
   83	      1170
   84	      1170
   85	      1170
   86	      1170
   87	      1170
   88	      1170
   89	      1170
   90	      1170
   91	      1170
   92	      1170
   93	      1170
   94	      1170
   95	      1170
   96	      1170
   97	      1170
   98	      1170
   99	      1170
  100	      1170

 Final results:



 Solution:    5

 Convergence Analysis:

    0	      2000
    1	      1230
    2	      1191
    3	      1185
    4	      1185
    5	      1185
    6	      1185
    7	      1178
    8	      1178
    9	      1178
   10	      1178
   11	      1178
   12	      1178
   13	      1178
   14	      1178
   15	      1178
   16	      1178
   17	      1178
   18	      1178
   19	      1178
   20	      1178
   21	      1178
   22	      1178
   23	      1178
   24	      1178
   25	      1172
   26	      1172
   27	      1172
   28	      1172
   29	      1172
   30	      1172
   31	      1172
   32	      1172
   33	      1172
   34	      1172
   35	      1172
   36	      1172
   37	      1172
   38	      1172
   39	      1172
   40	      1172
   41	      1172
   42	      1172
   43	      1172
   44	      1172
   45	      1172
   46	      1172
   47	      1172
   48	      1172
   49	      1172
   50	      1172
   51	      1172
   52	      1172
   53	      1172
   54	      1172
   55	      1172
   56	      1172
   57	      1172
   58	      1172
   59	      1172
   60	      1172
   61	      1172
   62	      1172
   63	      1172
   64	      1172
   65	      1172
   66	      1172
   67	      1172
   68	      1172
   69	      1172
   70	      1172
   71	      1172
   72	      1172
   73	      1172
   74	      1172
   75	      1172
   76	      1172
   77	      1172
   78	      1172
   79	      1172
   80	      1172
   81	      1172
   82	      1172
   83	      1172
   84	      1172
   85	      1172
   86	      1172
   87	      1172
   88	      1172
   89	      1172
   90	      1172
   91	      1172
   92	      1172
   93	      1172
   94	      1172
   95	      1172
   96	      1172
   97	      1172
   98	      1172
   99	      1172
  100	      1172

 Final results:



 Solution:    6

 Convergence Analysis:

    0	      2040
    1	      1173
    2	      1173
    3	      1173
    4	      1173
    5	      1173
