
 Sensibility Analysis parameter: Particle Collision - First method - Maximun number of iterations

 Problem: FT20

 Method : Single Similar Particle Collision

 with the following fixed parameters:

	 Population size: 12
   75	      1193
   76	      1193
   77	      1193
   78	      1193
   79	      1193
   80	      1193
   81	      1193
   82	      1193
   83	      1193
   84	      1193
   85	      1193
   86	      1193
   87	      1193
   88	      1193
   89	      1193
   90	      1193
   91	      1193
   92	      1193
   93	      1193
   94	      1193
   95	      1193
   96	      1193
   97	      1193
   98	      1193
   99	      1193
  100	      1193

 Final results:



 Solution:   10

 Convergence Analysis:

    0	      2235
    1	      1293
    2	      1233
    3	      1233
    4	      1233
    5	      1224
    6	      1216
    7	      1216
    8	      1216
    9	      1216
   10	      1216
   11	      1216
   12	      1216
   13	      1216
   14	      1216
   15	      1216
   16	      1216
   17	      1199
   18	      1199
   19	      1199
   20	      1199
   21	      1199
   22	      1199
   23	      1199
   24	      1199
   25	      1199
   26	      1199
   27	      1199
   28	      1199
   29	      1199
   30	      1199
   31	      1199
   32	      1199
   33	      1199
   34	      1191
   35	      1191
   36	      1191
   37	      1191
   38	      1191
   39	      1191
   40	      1191
   41	      1191
   42	      1191
   43	      1182
   44	      1182
   45	      1182
   46	      1182
   47	      1182
   48	      1182
   49	      1182
   50	      1182
   51	      1182
   52	      1182
   53	      1182
   54	      1182
   55	      1182
   56	      1182
   57	      1182
   58	      1182
   59	      1178
   60	      1178
   61	      1178
   62	      1178
   63	      1178
   64	      1178
   65	      1178
   66	      1178
   67	      1178
   68	      1178
   69	      1178
   70	      1178
   71	      1178
   72	      1178
   73	      1178
   74	      1178
   75	      1178
   76	      1178
   77	      1178
   78	      1178
   79	      1178
   80	      1178
   81	      1178
   82	      1178
   83	      1178
   84	      1178
   85	      1178
   86	      1178
   87	      1178
   88	      1178
   89	      1178
   90	      1178
   91	      1178
   92	      1178
   93	      1178
   94	      1178
   95	      1178
   96	      1178
   97	      1178
   98	      1178
   99	      1178
  100	      1178

 Final results:



 Solution:   11

 Convergence Analysis:

    0	      2055
    1	      1178
    2	      1178
    3	      1178
    4	      1178
    5	      1178
    6	      1178
    7	      1178
    8	      1178
    9	      1178
   10	      1178
   11	      1178
   12	      1178
   13	      1178
   14	      1178
   15	      1178
   16	      1178
   17	      1178
   18	      1178
   19	      1178
   20	      1178
   21	      1178
   22	      1178
   23	      1178
   24	      1178
   25	      1178
   26	      1178
   27	      1178
   28	      1178
   29	      1178
   30	      1178
   31	      1178
   32	      1178
   33	      1178
   34	      1178
   35	      1178
   36	      1178
   37	      1178
   38	      1178
   39	      1178
   40	      1178
   41	      1178
   42	      1178
   43	      1178
   44	      1178
   45	      1178
   46	      1178
   47	      1178
   48	      1178
   49	      1178
   50	      1178
   51	      1178
   52	      1178
   53	      1178
   54	      1178
   55	      1178
   56	      1178
   57	      1178
   58	      1178
   59	      1178
   60	      1178
   61	      1178
   62	      1178
   63	      1178
   64	      1178
   65	      1178
   66	      1178
   67	      1178
   68	      1178
   69	      1178
   70	      1178
   71	      1178
   72	      1178
   73	      1178
   74	      1178
   75	      1178
   76	      1178
   77	      1178
   78	      1178
   79	      1178
   80	      1178
   81	      1178
   82	      1178
   83	      1178
   84	      1178
   85	      1178
   86	      1178
   87	      1178
   88	      1178
   89	      1178
   90	      1178
   91	      1178
   92	      1178
   93	      1178
   94	      1178
   95	      1178
   96	      1178
   97	      1178
   98	      1178
   99	      1178
  100	      1178

 Final results:



 Solution:   12

 Convergence Analysis:

    0	      2142
    1	      1178
    2	      1178
    3	      1178
    4	      1178
    5	      1178
    6	      1178
    7	      1178
    8	      1178
    9	      1178
   10	      1178
   11	      1178
   12	      1178
   13	      1178
   14	      1178
   15	      1178
   16	      1178
   17	      1178
   18	      1178
   19	      1178
   20	      1178
   21	      1178
   22	      1178
   23	      1178
   24	      1178
   25	      1178
   26	      1178
   27	      1178
   28	      1178
   29	      1178
   30	      1178
   31	      1178
   32	      1178
   33	      1178
   34	      1178
   35	      1178
   36	      1178
   37	      1178
   38	      1178
   39	      1178
   40	      1178
   41	      1178
   42	      1178
   43	      1178
   44	      1178
   45	      1178
   46	      1178
   47	      1178
   48	      1178
   49	      1178
   50	      1178
   51	      1178
   52	      1178
   53	      1178
   54	      1178
   55	      1178
   56	      1178
   57	      1178
   58	      1178
   59	      1178
   60	      1178
   61	      1178
   62	      1178
   63	      1178
   64	      1178
   65	      1178
   66	      1178
   67	      1178
   68	      1178
   69	      1178
   70	      1178
   71	      1178
   72	      1178
   73	      1178
   74	      1178
   75	      1178
   76	      1178
   77	      1178
   78	      1178
   79	      1178
   80	      1178
   81	      1178
   82	      1178
   83	      1178
   84	      1178
   85	      1178
   86	      1178
   87	      1178
   88	      1178
   89	      1178
   90	      1178
   91	      1178
   92	      1178
   93	      1178
   94	      1178
   95	      1178
   96	      1178
   97	      1178
   98	      1178
   99	      1178
  100	      1178

 Final results:


        100       1165         1154254        246


 Solution:    1

 Convergence Analysis:

    0	      2176
    1	      1263
    2	      1220
    3	      1182
    4	      1182
    5	      1182
    6	      1182
    7	      1182
    8	      1182
    9	      1182
   10	      1182
   11	      1182
   12	      1182
   13	      1182
   14	      1182
   15	      1182
   16	      1182
   17	      1182
   18	      1182
   19	      1182
   20	      1182
   21	      1182
   22	      1182
   23	      1182
   24	      1182
   25	      1182
   26	      1182
   27	      1182
   28	      1182
   29	      1182
   30	      1182
   31	      1182
   32	      1182
   33	      1182
   34	      1182
   35	      1182
   36	      1182
   37	      1182
   38	      1182
   39	      1182
   40	      1182
   41	      1182
   42	      1182
   43	      1182
   44	      1182
   45	      1182
   46	      1182
   47	      1182
   48	      1182
   49	      1182
   50	      1182
   51	      1182
   52	      1182
   53	      1182
   54	      1182
   55	      1182
   56	      1182
   57	      1182
   58	      1182
   59	      1182
   60	      1182
   61	      1182
   62	      1182
   63	      1182
   64	      1182
   65	      1182
   66	      1182
   67	      1182
   68	      1182
   69	      1182
   70	      1182
   71	      1182
   72	      1182
   73	      1182
   74	      1182
   75	      1182
   76	      1182
   77	      1182
   78	      1182
   79	      1182
   80	      1182
   81	      1182
   82	      1182
   83	      1182
   84	      1182
   85	      1182
   86	      1182
   87	      1182
   88	      1182
   89	      1182
   90	      1182
   91	      1182
   92	      1182
   93	      1182
   94	      1182
   95	      1182
   96	      1182
   97	      1182
   98	      1182
   99	      1182
  100	      1182

 Final results:



 Solution:    2

 Convergence Analysis:

    0	      2086
    1	      1195
    2	      1183
    3	      1183
    4	      1183
    5	      1183
    6	      1183
    7	      1183
    8	      1183
    9	      1183
   10	      1183
   11	      1183
   12	      1183
   13	      1183
   14	      1183
   15	      1183
   16	      1183
   17	      1183
   18	      1183
   19	      1183
   20	      1183
   21	      1183
   22	      1183
   23	      1183
   24	      1183
   25	      1183
   26	      1183
   27	      1183
   28	      1183
   29	      1183
   30	      1183
   31	      1183
   32	      1183
   33	      1183
   34	      1183
   35	      1183
   36	      1183
   37	      1183
   38	      1183
   39	      1183
   40	      1183
   41	      1183
   42	      1178
   43	      1178
   44	      1178
   45	      1178
   46	      1178
   47	      1178
   48	      1178
   49	      1178
   50	      1178
   51	      1178
   52	      1178
   53	      1178
   54	      1178
   55	      1178
   56	      1178
   57	      1178
   58	      1178
   59	      1178
   60	      1178
   61	      1178
   62	      1178
   63	      1178
   64	      1178
   65	      1178
   66	      1178
   67	      1178
   68	      1178
   69	      1178
   70	      1178
   71	      1178
   72	      1178
   73	      1178
   74	      1178
   75	      1178
   76	      1178
   77	      1178
   78	      1178
   79	      1178
   80	      1178
   81	      1178
   82	      1178
   83	      1178
   84	      1178
   85	      1178
   86	      1178
   87	      1178
   88	      1178
   89	      1178
   90	      1178
   91	      1178
   92	      1178
   93	      1178
   94	      1178
   95	      1178
   96	      1178
   97	      1178
   98	      1178
   99	      1178
  100	      1178

 Final results:



 Solution:    3

 Convergence Analysis:

    0	      2221
    1	      1190
    2	      1190
    3	      1178
    4	      1178
    5	      1178
    6	      1178
    7	      1178
    8	      1178
    9	      1178
   10	      1178
   11	      1178
   12	      1178
   13	      1178
   14	      1178
   15	      1178
   16	      1178
   17	      1178
   18	      1178
   19	      1178
   20	      1178
   21	      1178
   22	      1178
   23	      1178
   24	      1178
   25	      1178
   26	      1178
   27	      1178
   28	      1178
   29	      1178
   30	      1178
   31	      1178
   32	      1178
   33	      1178
   34	      1178
   35	      1178
   36	      1178
   37	      1178
   38	      1178
   39	      1178
   40	      1178
   41	      1178
   42	      1178
   43	      1178
   44	      1178
   45	      1178
   46	      1178
   47	      1178
   48	      1178
   49	      1178
   50	      1178
   51	      1178
   52	      1178
   53	      1178
   54	      1178
   55	      1178
   56	      1178
   57	      1178
   58	      1178
   59	      1178
   60	      1178
   61	      1178
   62	      1178
   63	      1178
   64	      1178
   65	      1178
   66	      1178
   67	      1178
   68	      1178
   69	      1178
   70	      1178
   71	      1178
   72	      1178
   73	      1178
   74	      1178
   75	      1178
   76	      1178
   77	      1178
   78	      1178
   79	      1178
   80	      1178
   81	      1178
   82	      1178
   83	      1178
   84	      1178
   85	      1178
   86	      1178
   87	      1178
   88	      1178
   89	      1178
   90	      1178
   91	      1178
   92	      1178
   93	      1178
   94	      1178
   95	      1178
   96	      1178
   97	      1178
   98	      1178
   99	      1178
  100	      1178

 Final results:



 Solution:    4

 Convergence Analysis:

    0	      2192
    1	      1189
    2	      1189
    3	      1189
    4	      1189
    5	      1189
    6	      1189
    7	      1189
    8	      1189
    9	      1189
   10	      1189
   11	      1189
   12	      1189
   13	      1189
   14	      1189
   15	      1189
   16	      1189
   17	      1189
   18	      1189
   19	      1181
   20	      1181
   21	      1181
   22	      1181
   23	      1181
   24	      1181
   25	      1181
   26	      1181
   27	      1181
   28	      1181
   29	      1181
   30	      1181
   31	      1181
   32	      1181
   33	      1181
   34	      1181
   35	      1181
   36	      1181
   37	      1181
   38	      1181
   39	      1181
   40	      1181
   41	      1181
   42	      1181
   43	      1181
   44	      1181
   45	      1181
   46	      1181
   47	      1181
   48	      1180
   49	      1180
   50	      1180
   51	      1180
   52	      1180
   53	      1180
   54	      1180
   55	      1180
   56	      1180
   57	      1180
   58	      1180
   59	      1180
   60	      1180
   61	      1180
   62	      1180
   63	      1180
   64	      1180
   65	      1180
   66	      1180
   67	      1180
   68	      1180
   69	      1180
   70	      1180
   71	      1180
   72	      1180
   73	      1180
   74	      1180
   75	      1180
   76	      1180
   77	      1180
   78	      1180
   79	      1180
   80	      1180
   81	      1180
   82	      1180
   83	      1180
   84	      1180
   85	      1180
   86	      1180
   87	      1180
   88	      1180
   89	      1180
   90	      1178
   91	      1178
   92	      1178
   93	      1178
   94	      1178
   95	      1178
   96	      1178
   97	      1178
   98	      1178
   99	      1178
  100	      1175

 Final results:



 Solution:    5

 Convergence Analysis:

    0	      2000
    1	      1206
    2	      1206
    3	      1206
    4	      1206
    5	      1206
    6	      1182
    7	      1182
    8	      1182
    9	      1182
   10	      1182
   11	      1182
   12	      1182
   13	      1182
   14	      1182
   15	      1182
   16	      1182
   17	      1182
   18	      1182
   19	      1182
   20	      1182
   21	      1182
   22	      1182
   23	      1182
   24	      1182
   25	      1182
   26	      1182
   27	      1182
   28	      1182
   29	      1182
   30	      1182
   31	      1182
   32	      1182
   33	      1182
   34	      1182
   35	      1182
   36	      1182
   37	      1182
   38	      1182
   39	      1182
   40	      1182
   41	      1182
   42	      1182
   43	      1182
   44	      1182
   45	      1182
   46	      1182
   47	      1182
   48	      1182
   49	      1182
   50	      1182
   51	      1182
   52	      1182
   53	      1182
   54	      1182
   55	      1182
   56	      1182
   57	      1182
   58	      1182
   59	      1182
   60	      1182
   61	      1182
   62	      1182
   63	      1182
   64	      1182
   65	      1182
   66	      1182
   67	      1182
   68	      1182
   69	      1182
   70	      1182
   71	      1182
   72	      1182
   73	      1182
   74	      1182
   75	      1182
   76	      1182
   77	      1182
   78	      1182
   79	      1182
   80	      1182
   81	      1182
   82	      1182
   83	      1182
   84	      1182
   85	      1182
   86	      1182
   87	      1182
   88	      1182
   89	      1182
   90	      1182
   91	      1182
   92	      1182
   93	      1182
   94	      1182
   95	      1182
   96	      1182
   97	      1182
   98	      1182
   99	      1182
  100	      1182

 Final results:



 Solution:    6

 Convergence Analysis:

    0	      2040
    1	      1182
    2	      1182
    3	      1182
    4	      1182
    5	      1182
    6	      1182
    7	      1182
    8	      1182
    9	      1182
   10	      1182
   11	      1182
   12	      1182
   13	      1182
   14	      1182
   15	      1182
   16	      1182
   17	      1182
   18	      1182
   19	      1182
   20	      1182
   21	      1182
   22	      1182
   23	      1182
   24	      1182
   25	      1182
   26	      1182
   27	      1182
   28	      1182
   29	      1182
   30	      1182
   31	      1182
   32	      1182
   33	      1182
   34	      1182
   35	      1182
   36	      1182
   37	      1182
   38	      1182
   39	      1182
   40	      1182
   41	      1182
   42	      1182
   43	      1182
   44	      1182
   45	      1182
   46	      1182
   47	      1182
   48	      1182
   49	      1182
   50	      1182
   51	      1182
   52	      1182
   53	      1182
   54	      1182
   55	      1182
   56	      1182
   57	      1182
   58	      1182
   59	      1182
   60	      1182
   61	      1182
   62	      1182
   63	      1182
   64	      1182
   65	      1182
   66	      1182
   67	      1182
   68	      1182
   69	      1182
   70	      1182
   71	      1182
   72	      1182
   73	      1182
   74	      1182
   75	      1182
   76	      1182
   77	      1182
   78	      1182
   79	      1182
   80	      1182
   81	      1182
   82	      1182
   83	      1182
   84	      1182
   85	      1182
   86	      1182
   87	      1182
   88	      1182
   89	      1182
   90	      1182
   91	      1182
   92	      1182
   93	      1182
   94	      1182
   95	      1182
   96	      1182
   97	      1182
   98	      1182
   99	      1182
  100	      1182

 Final results:



 Solution:    7

 Convergence Analysis:

    0	      2335
    1	      1180
    2	      1180
    3	      1180
    4	      1180
    5	      1180
    6	      1180
    7	      1180
    8	      1180
    9	      1180
   10	      1180
   11	      1180
   12	      1180
   13	      1180
   14	      1180
   15	      1180
   16	      1180
   17	      1180
   18	      1180
   19	      1180
   20	      1180
   21	      1180
   22	      1180
   23	      1180
   24	      1180
   25	      1180
   26	      1180
   27	      1180
   28	      1180
   29	      1180
   30	      1175
   31	      1175
   32	      1175
   33	      1175
   34	      1175
   35	      1175
   36	      1175
   37	      1175
   38	      1175
   39	      1175
   40	      1175
   41	      1175
   42	      1175
   43	      1175
   44	      1175
   45	      1175
   46	      1175
   47	      1175
   48	      1175
   49	      1175
   50	      1175
   51	      1175
   52	      1175
   53	      1175
   54	      1175
   55	      1175
   56	      1175
   57	      1175
   58	      1175
   59	      1175
   60	      1175
   61	      1175
   62	      1175
   63	      1175
   64	      1175
   65	      1175
   66	      1175
   67	      1175
   68	      1175
   69	      1175
   70	      1175
   71	      1175
   72	      1175
   73	      1175
   74	      1175
   75	      1175
   76	      1175
   77	      1175
   78	      1175
   79	      1175
   80	      1175
   81	      1175
   82	      1175
   83	      1175
   84	      1175
   85	      1175
   86	      1175
   87	      1175
   88	      1175
   89	      1175
   90	      1175
   91	      1175
   92	      1175
   93	      1175
   94	      1175
   95	      1175
   96	      1175
   97	      1175
   98	      1175
   99	      1175
  100	      1175

 Final results:



 Solution:    8

 Convergence Analysis:

    0	      2034
    1	      1186
    2	      1186
    3	      1186
    4	      1186
    5	      1186
    6	      1186
    7	      1186
    8	      1186
    9	      1186
   10	      1186
   11	      1186
   12	      1186
   13	      1186
   14	      1186
   15	      1186
   16	      1186
   17	      1186
   18	      1186
   19	      1186
   20	      1186
   21	      1186
   22	      1186
   23	      1186
   24	      1186
   25	      1186
   26	      1186
   27	      1186
   28	      1186
   29	      1186
   30	      1186
   31	      1186
   32	      1186
   33	      1186
   34	      1186
   35	      1180
   36	      1178
   37	      1178
   38	      1178
   39	      1178
   40	      1178
   41	      1178
   42	      1178
   43	      1178
   44	      1178
   45	      1178
   46	      1178
   47	      1178
   48	      1178
   49	      1178
   50	      1178
   51	      1178
   52	      1178
   53	      1178
   54	      1178
   55	      1178
   56	      1178
   57	      1178
   58	      1178
   59	      1178
   60	      1178
   61	      1178
   62	      1178
   63	      1178
   64	      1178
   65	      1178
   66	      1178
   67	      1178
   68	      1178
   69	      1178
   70	      1178
   71	      1178
   72	      1178
   73	      1178
   74	      1178
   75	      1178
   76	      1178
   77	      1178
   78	      1178
   79	      1178
   80	      1178
   81	      1178
   82	      1178
   83	      1178
   84	      1178
   85	      1178
   86	      1178
   87	      1178
   88	      1178
   89	      1178
   90	      1178
   91	      1178
   92	      1178
   93	      1178
   94	      1178
   95	      1178
   96	      1178
   97	      1178
   98	      1178
   99	      1178
  100	      1178

 Final results:



 Solution:    9

 Convergence Analysis:

    0	      2105
    1	      1185
    2	      1185
    3	      1185
    4	      1185
    5	      1185
    6	      1185
    7	      1185
    8	      1185
    9	      1185
   10	      1185
   11	      1185
   12	      1185
   13	      1185
   14	      1185
   15	      1185
   16	      1185
   17	      1185
   18	      1185
   19	      1185
   20	      1185
   21	      1185
   22	      1185
   23	      1185
   24	      1185
   25	      1185
   26	      1185
   27	      1185
   28	      1185
   29	      1182
   30	      1182
   31	      1182
   32	      1182
   33	      1182
   34	      1182
   35	      1182
   36	      1182
   37	      1182
   38	      1182
   39	      1182
   40	      1182
   41	      1182
   42	      1182
   43	      1182
   44	      1182
   45	      1182
   46	      1180
   47	      1180
   48	      1180
   49	      1180
   50	      1180
   51	      1180
   52	      1178
   53	      1178
   54	      1178
   55	      1178
   56	      1178
   57	      1178
   58	      1178
   59	      1178
   60	      1178
   61	      1178
   62	      1178
   63	      1178
   64	      1178
   65	      1178
   66	      1178
   67	      1178
   68	      1178
   69	      1178
   70	      1178
   71	      1178
   72	      1178
   73	      1178
   74	      1178
   75	      1178
   76	      1178
   77	      1178
   78	      1178
   79	      1178
   80	      1178
   81	      1178
   82	      1178
   83	      1178
   84	      1178
   85	      1178
   86	      1178
   87	      1178
   88	      1178
   89	      1178
   90	      1178
   91	      1178
   92	      1178
   93	      1178
   94	      1178
   95	      1178
   96	      1178
   97	      1178
   98	      1178
   99	      1178
  100	      1178

 Final results:



 Solution:   10

 Convergence Analysis:

    0	      2235
    1	      1172
    2	      1165

 Final results:



 Solution:   11

 Convergence Analysis:

    0	      2055
    1	      1173
    2	      1173
    3	      1173
    4	      1173
    5	      1173
    6	      1173
    7	      1173
    8	      1173
    9	      1173
   10	      1173
   11	      1173
   12	      1173
   13	      1173
   14	      1173
   15	      1173
   16	      1173
   17	      1173
   18	      1173
   19	      1173
   20	      1173
   21	      1173
   22	      1173
   23	      1173
   24	      1173
   25	      1173
   26	      1173
   27	      1173
   28	      1173
   29	      1173
   30	      1173
   31	      1173
   32	      1173
   33	      1173
   34	      1173
   35	      1173
   36	      1173
   37	      1173
   38	      1173
   39	      1173
   40	      1173
   41	      1173
   42	      1173
   43	      1173
   44	      1173
   45	      1173
   46	      1173
   47	      1173
   48	      1173
   49	      1173
   50	      1173
   51	      1173
   52	      1173
   53	      1173
   54	      1173
   55	      1173
   56	      1173
   57	      1173
   58	      1173
   59	      1173
   60	      1173
   61	      1173
   62	      1173
   63	      1173
   64	      1173
   65	      1173
   66	      1173
   67	      1173
   68	      1173
   69	      1173
   70	      1173
   71	      1173
   72	      1173
   73	      1173
   74	      1173
   75	      1173
   76	      1173
   77	      1173
   78	      1173
   79	      1173
   80	      1173
   81	      1173
   82	      1173
   83	      1173
   84	      1173
   85	      1173
   86	      1173
   87	      1173
   88	      1173
   89	      1173
   90	      1173
   91	      1173
   92	      1173
   93	      1173
   94	      1173
   95	      1173
   96	      1173
   97	      1173
   98	      1173
   99	      1173
  100	      1173

 Final results:



 Solution:   12

 Convergence Analysis:

    0	      2142
    1	      1173
    2	      1173
    3	      1173
    4	      1173
    5	      1173
    6	      1173
    7	      1173
    8	      1173
    9	      1173
   10	      1173
   11	      1173
   12	      1173
   13	      1173
   14	      1173
   15	      1173
   16	      1173
   17	      1173
   18	      1173
   19	      1173
   20	      1173
   21	      1173
   22	      1173
   23	      1173
   24	      1173
   25	      1173
   26	      1173
   27	      1173
   28	      1173
   29	      1173
   30	      1173
   31	      1173
   32	      1173
   33	      1173
   34	      1173
   35	      1173
   36	      1173
   37	      1173
   38	      1173
   39	      1173
   40	      1173
   41	      1173
   42	      1173
   43	      1173
   44	      1173
   45	      1173
   46	      1173
   47	      1173
   48	      1173
   49	      1173
   50	      1173
   51	      1173
   52	      1173
   53	      1173
   54	      1173
   55	      1173
   56	      1173
   57	      1173
   58	      1173
   59	      1173
   60	      1173
   61	      1173
   62	      1173
   63	      1173
   64	      1173
   65	      1173
   66	      1173
   67	      1173
   68	      1173
   69	      1173
   70	      1173
   71	      1173
   72	      1173
   73	      1173
   74	      1173
   75	      1173
   76	      1173
   77	      1173
   78	      1173
   79	      1173
   80	      1173
   81	      1173
   82	      1173
   83	      1173
   84	      1173
   85	      1173
   86	      1173
   87	      1173
   88	      1173
   89	      1173
   90	      1173
   91	      1173
   92	      1173
   93	      1173
   94	      1173
   95	      1173
   96	      1173
   97	      1173
   98	      1173
   99	      1173
  100	      1173

 Final results:


        100       1165         1159806        247


 Solution:    1

 Convergence Analysis:

    0	      2176
    1	      1232
    2	      1226
    3	      1205
    4	      1205
    5	      1205
    6	      1205
    7	      1205
    8	      1205
    9	      1205
   10	      1205
   11	      1205
   12	      1199
   13	      1199
   14	      1199
   15	      1199
   16	      1199
   17	      1199
   18	      1199
   19	      1199
   20	      1199
   21	      1199
   22	      1199
   23	      1199
   24	      1199
   25	      1199
   26	      1199
   27	      1199
   28	      1199
   29	      1199
   30	      1199
   31	      1199
   32	      1199
   33	      1199
   34	      1199
   35	      1199
   36	      1199
   37	      1199
   38	      1199
   39	      1198
   40	      1188
   41	      1182
   42	      1182
   43	      1182
   44	      1182
   45	      1182
   46	      1182
   47	      1182
   48	      1182
   49	      1182
   50	      1182
   51	      1182
   52	      1182
   53	      1182
   54	      1182
   55	      1182
   56	      1182
   57	      1182
   58	      1182
   59	      1182
   60	      1182
   61	      1182
   62	      1182
   63	      1182
   64	      1182
   65	      1182
   66	      1182
   67	      1182
   68	      1182
   69	      1182
   70	      1182
   71	      1182
   72	      1182
   73	      1182
   74	      1182
   75	      1182
   76	      1182
   77	      1182
   78	      1182
   79	      1182
   80	      1182
   81	      1182
   82	      1182
   83	      1182
   84	      1182
   85	      1182
   86	      1182
   87	      1182
   88	      1182
   89	      1182
   90	      1182
   91	      1182
   92	      1182
   93	      1182
   94	      1182
   95	      1182
   96	      1182
   97	      1182
   98	      1182
   99	      1182
  100	      1182

 Final results:



 Solution:    2

 Convergence Analysis:

    0	      2086
    1	      1198
    2	      1198
    3	      1198
    4	      1198
    5	      1197
    6	      1191
    7	      1182
    8	      1182
    9	      1182
   10	      1182
   11	      1182
   12	      1182
   13	      1182
   14	      1182
   15	      1182
   16	      1182
   17	      1182
   18	      1182
   19	      1182
   20	      1182
   21	      1182
   22	      1182
   23	      1182
   24	      1182
   25	      1182
   26	      1182
   27	      1182
   28	      1182
   29	      1182
   30	      1182
   31	      1182
   32	      1182
   33	      1182
   34	      1182
   35	      1182
   36	      1182
   37	      1182
   38	      1176
   39	      1176
   40	      1176
   41	      1176
   42	      1176
   43	      1176
   44	      1176
   45	      1176
   46	      1176
   47	      1176
   48	      1176
   49	      1176
   50	      1176
   51	      1176
   52	      1176
   53	      1176
   54	      1176
   55	      1176
   56	      1176
   57	      1176
   58	      1176
   59	      1176
   60	      1176
   61	      1176
   62	      1176
   63	      1176
   64	      1176
   65	      1176
   66	      1176
   67	      1176
   68	      1176
   69	      1176
   70	      1176
   71	      1176
   72	      1176
   73	      1176
   74	      1176
   75	      1176
   76	      1176
   77	      1176
   78	      1176
   79	      1176
   80	      1176
   81	      1176
   82	      1176
   83	      1176
   84	      1176
   85	      1176
   86	      1176
   87	      1176
   88	      1176
   89	      1176
   90	      1176
   91	      1176
   92	      1176
   93	      1176
   94	      1176
   95	      1176
   96	      1176
   97	      1176
   98	      1176
   99	      1176
  100	      1176

 Final results:



 Solution:    3

 Convergence Analysis:

    0	      2221
    1	      1379
    2	      1200
    3	      1200
    4	      1200
    5	      1200
    6	      1200
    7	      1200
    8	      1200
    9	      1200
   10	      1200
   11	      1200
   12	      1200
   13	      1200
   14	      1200
   15	      1200
   16	      1185
   17	      1185
   18	      1184
   19	      1184
   20	      1184
   21	      1184
   22	      1184
   23	      1184
   24	      1184
   25	      1184
   26	      1184
   27	      1184
   28	      1184
   29	      1184
   30	      1184
   31	      1184
   32	      1184
   33	      1184
   34	      1184
   35	      1184
   36	      1184
   37	      1184
   38	      1184
   39	      1184
   40	      1184
   41	      1184
   42	      1184
   43	      1184
   44	      1184
   45	      1184
   46	      1184
   47	      1184
   48	      1184
   49	      1184
   50	      1184
   51	      1184
   52	      1184
   53	      1184
   54	      1184
   55	      1184
   56	      1184
   57	      1184
   58	      1184
   59	      1184
   60	      1184
   61	      1184
   62	      1184
   63	      1184
   64	      1184
   65	      1184
   66	      1184
   67	      1184
   68	      1184
   69	      1184
   70	      1184
   71	      1184
   72	      1184
   73	      1184
   74	      1184
   75	      1184
   76	      1184
   77	      1184
   78	      1184
   79	      1184
   80	      1184
   81	      1184
   82	      1184
   83	      1184
   84	      1184
   85	      1184
   86	      1184
   87	      1184
   88	      1184
   89	      1184
   90	      1184
   91	      1184
   92	      1184
   93	      1184
   94	      1184
   95	      1184
   96	      1184
   97	      1184
   98	      1184
   99	      1184
  100	      1184

 Final results:



 Solution:    4

 Convergence Analysis:

    0	      2192
    1	      1186
    2	      1175
    3	      1175
    4	      1175
    5	      1175
    6	      1175
    7	      1175
    8	      1175
    9	      1175
   10	      1175
   11	      1175
   12	      1175
   13	      1175
   14	      1175
   15	      1175
   16	      1175
   17	      1175
   18	      1175
   19	      1175
   20	      1175
   21	      1175
   22	      1175
   23	      1175
   24	      1175
   25	      1175
   26	      1175
   27	      1175
   28	      1175
   29	      1175
   30	      1175
   31	      1175
   32	      1175
   33	      1175
   34	      1175
   35	      1175
   36	      1175
   37	      1175
   38	      1175
   39	      1175
   40	      1175
   41	      1175
   42	      1175
   43	      1175
   44	      1175
   45	      1175
   46	      1175
   47	      1175
   48	      1175
   49	      1175
   50	      1175
   51	      1175
   52	      1175
   53	      1175
   54	      1175
   55	      1175
   56	      1175
   57	      1175
   58	      1175
   59	      1175
   60	      1175
   61	      1175
   62	      1175
   63	      1175
   64	      1175
   65	      1175
   66	      1175
   67	      1175
   68	      1175
   69	      1175
   70	      1175
   71	      1175
   72	      1175
   73	      1175
   74	      1175
   75	      1175
   76	      1175
   77	      1175
   78	      1175
   79	      1175
   80	      1175
   81	      1175
   82	      1175
   83	      1175
   84	      1175
   85	      1175
   86	      1175
   87	      1175
   88	      1175
   89	      1175
   90	      1175
   91	      1175
   92	      1175
   93	      1175
   94	      1175
   95	      1175
   96	      1175
   97	      1175
   98	      1175
   99	      1175
  100	      1175

 Final results:



 Solution:    5

 Convergence Analysis:

    0	      2000
    1	      1277
    2	      1257
    3	      1257
    4	      1240
    5	      1226
    6	      1225
    7	      1222
    8	      1222
    9	      1222
   10	      1222
   11	      1222
   12	      1222
   13	      1222
   14	      1222
   15	      1222
   16	      1222
   17	      1222
   18	      1222
   19	      1194
   20	      1194
   21	      1194
   22	      1194
   23	      1194
   24	      1194
   25	      1194
   26	      1194
   27	      1194
   28	      1194
   29	      1194
   30	      1194
   31	      1194
   32	      1194
   33	      1194
   34	      1194
   35	      1194
   36	      1194
   37	      1194
   38	      1194
   39	      1194
   40	      1194
   41	      1194
   42	      1194
   43	      1194
   44	      1194
   45	      1194
   46	      1194
   47	      1194
   48	      1194
